Step,Firm,Optimal_k_mean,Optimal_k_var,Actual_k_mean,Actual_k_var,Dividends_mean,Dividends_var,Total_Production_actual_mean,Total_Production_actual_var,Total_Production_optimal_mean,Total_Production_optimal_var,Exit_Rate_mean,Exit_Rate_var,N,Optimal_k_SEM,Optimal_k_CI_Lower,Optimal_k_CI_Upper,Actual_k_SEM,Actual_k_CI_Lower,Actual_k_CI_Upper,Dividends_SEM,Dividends_CI_Lower,Dividends_CI_Upper,Total_Production_actual_SEM,Total_Production_actual_CI_Lower,Total_Production_actual_CI_Upper,Total_Production_optimal_SEM,Total_Production_optimal_CI_Lower,Total_Production_optimal_CI_Upper,Exit_Rate_SEM,Exit_Rate_CI_Lower,Exit_Rate_CI_Upper
0,0,2.0,0.0,2.0,0.0,1.5103186644328788,0.018205863155000928,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.01349291041806805,1.48387304596684,1.5367642828989174,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,1,2.0,0.0,2.0,0.0,1.5285899873352293,0.03966611890485207,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.019916354813281488,1.4895546491978766,1.567625325472582,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,2,2.0,0.0,2.0,0.0,1.5091757306958258,0.02453638732666782,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.015664095035037236,1.47847466857674,1.5398767928149115,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,3,2.0,0.0,2.0,0.0,1.5300860986451659,0.03361065531427962,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.018333209024685125,1.4941536692357382,1.5660185280545935,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,4,2.0,0.0,2.0,0.0,1.5316623350988798,0.03334165704101828,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.018259697982447105,1.495873984684705,1.5674506855130548,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,5,2.0,0.0,2.0,0.0,1.5025375696032393,0.030270926957460722,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.017398542168084292,1.4684370535702926,1.5366380856361859,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,6,2.0,0.0,2.0,0.0,1.511995539098918,0.03017511385518004,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.01737098553772354,1.4779490330690137,1.5460420451288222,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,7,2.0,0.0,2.0,0.0,1.5748362353521426,0.037885629935659165,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.019464231280905794,1.5366870430548092,1.612985427649476,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,8,2.0,0.0,2.0,0.0,1.5170544570102629,0.03758052794583108,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.01938569780684489,1.4790591874936698,1.555049726526856,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
0,9,2.0,0.0,2.0,0.0,1.5054770423810129,0.024937080739226892,17.82825294534181,0.08243373458816969,17.82825294534181,0.08243373458816969,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.01579147894885938,1.474526312378626,1.5364277723833997,0.02871127558785393,17.77197987923941,17.88452601144421,0.02871127558785393,17.77197987923941,17.88452601144421,0.0,0.0,0.0
1,0,3.055336306645955,0.07450615247279117,3.0553363066459553,0.07450615247279116,2.041347108908092,0.09873111705449261,17.82825294534181,0.08243373458816969,24.127796742918704,0.659630472924375,0.0,0.0,100,0.027295815150456888,3.0018374920223967,3.108835121269513,0.027295815150456888,3.001837492022397,3.1088351212695136,0.03142150808832902,1.979762084715033,2.1029321331011506,0.02871127558785393,17.77197987923941,17.88452601144421,0.08121763804275368,23.9686130974455,24.28698038839191,0.0,0.0,0.0
