,Step,Firm,Optimal K,Actual K,Dividends,Total Production,Exit Rate
0,0,0,1.0,1.0,1.279470505127637,11.017890163899988,0
1,0,1,1.0,1.0,0.9041688650531129,11.017890163899988,0
2,0,2,1.0,1.0,0.8981619082264112,11.017890163899988,0
3,0,3,1.0,1.0,1.0419016580147504,11.017890163899988,0
4,0,4,1.0,1.0,0.9866446186084554,11.017890163899988,0
5,0,5,1.0,1.0,0.9857462210684076,11.017890163899988,0
6,0,6,1.0,1.0,0.9186575023953805,11.017890163899988,0
7,0,7,1.0,1.0,0.985636786028496,11.017890163899988,0
8,0,8,1.0,1.0,0.9632115709915915,11.017890163899988,0
9,0,9,1.0,1.0,1.0257433699679328,11.017890163899988,0
10,1,0,2.707464793196329,2.707464793196329,2.5693558152393354,18.572612482178393,0
11,1,1,1.913295663655317,1.913295663655317,1.423957440181042,18.572612482178393,0
12,1,2,1.9005844490885353,1.9005844490885353,1.4079124597358557,18.572612482178393,0
13,1,3,2.204749578628552,2.204749578628552,1.8120835460306979,18.572612482178393,0
14,1,4,2.0878211397397783,2.0878211397397783,1.6517566156029388,18.572612482178393,0
15,1,5,2.08592005667438,2.08592005667438,1.6492005950800088,18.572612482178393,0
16,1,6,1.9439548115984466,1.9439548115984466,1.4629650190166792,18.572612482178393,0
17,1,7,2.085688483131641,2.085688483131641,1.6488893540753584,18.572612482178393,0
18,1,8,2.038234884202279,2.038234884202279,1.5856219611974371,18.572612482178393,0
19,1,9,2.170557312507717,2.170557312507717,1.7645688115916454,18.572612482178393,0
20,2,0,5.4369681700953265,5.216868776905716,4.0664666766927615,29.106408764812745,0
21,2,1,3.013211028194465,2.769841963259373,1.8448796546043793,29.106408764812745,0
22,2,2,2.9792585302753887,2.745885130093334,1.821513054044187,29.106408764812745,0
23,2,3,3.8345177818061913,3.6063577942149494,2.557260069593648,29.106408764812745,0
24,2,4,3.495252814153739,3.2826982980743735,2.2673701794662016,29.106408764812745,0
25,2,5,3.489844064558663,3.2772903820216603,2.2626926559511165,29.106408764812745,0
26,2,6,3.0957542724053053,2.88660785958387,1.9294124606233372,29.106408764812745,0
27,2,7,3.489185453001059,3.2499764822559674,2.2492258011979724,29.106408764812745,0
28,2,8,3.3553064475157357,3.127054112483061,2.13952058202477,29.106408764812745,0
29,2,9,3.7339726968384257,3.501569120987106,2.466167732669262,29.106408764812745,0
30,3,0,8.604977852735585,8.306408475498165,5.631441509447781,36.76688147834804,0
31,3,1,3.903917044205155,3.5737818761634754,2.2051552850774137,36.76688147834804,0
32,3,2,3.854471396103176,3.53789555395122,2.175084520148588,36.76688147834804,0
33,3,3,5.411372577737463,5.101868837548005,3.260147366199061,36.76688147834804,0
34,3,4,4.797941734057861,4.509607138604679,2.831769162089595,36.76688147834804,0
35,3,5,4.788043709690995,4.49971024495526,2.824842931245781,36.76688147834804,0
36,3,6,4.082795412443577,3.799083979519536,2.338454110624909,36.76688147834804,0
37,3,7,4.759546737722431,4.4350548234560465,2.7960581469964505,36.76688147834804,0
38,3,8,4.527401473450236,4.217772462047265,2.638030995469371,36.76688147834804,0
39,3,9,5.21861370274632,4.903353447349335,3.1216482024689634,36.76688147834804,0
40,4,0,11.916593278758905,11.862184523016383,7.226791941648949,40.13163340303685,0
41,4,1,4.666289901917137,4.606128863681416,2.633812210714338,40.13163340303685,0
42,4,2,4.6026576907618235,4.544967589288584,2.5919474110446794,40.13163340303685,0
43,4,3,6.898739892198736,6.842338550717643,4.003777367480869,40.13163340303685,0
44,4,4,5.9922563889441225,5.939712733190518,3.433970503751096,40.13163340303685,0
45,4,5,5.9775999149699075,5.925056465268679,3.424915541841141,40.13163340303685,0
46,4,6,4.948361177259478,4.896660007507398,2.793081391871304,40.13163340303685,0
47,4,7,5.916688944672051,5.8575562852308805,3.3971790188641857,40.13163340303685,0
48,4,8,5.582290498272548,5.525866328425999,3.1871459640654662,40.13163340303685,0
49,4,9,6.605664273664672,6.548213913584443,3.822299550155438,40.13163340303685,0
50,5,0,15.292485970841179,15.628107165005522,8.765258835974684,42.073609182951834,0
51,5,1,5.573363202841704,5.94446743449131,3.1486806455648066,42.073609182951834,0
52,5,2,5.48477384441135,5.84063606702011,3.0894184407136973,42.073609182951834,0
53,5,3,8.47232211982046,8.820234607838662,4.782586405611931,42.073609182951834,0
54,5,4,7.266563943850564,7.590680241845646,4.077155161962601,42.073609182951834,0
55,5,5,7.247402899905676,7.57151792686371,4.066241695363369,42.073609182951834,0
56,5,6,5.910389886063821,6.2293092970130735,3.305685650688212,42.073609182951834,0
57,5,7,7.188710136653354,7.553470798883478,4.059004119857416,42.073609182951834,0
58,5,8,6.744262922750379,7.092316227869995,3.795538098340324,42.073609182951834,0
59,5,9,8.088300136362774,8.442683510732591,4.566411813889363,42.073609182951834,0
60,6,0,18.548008419535297,19.029697878958537,10.060802049436562,46.61478115222402,0
61,6,1,6.6628671459956585,7.1954824868654725,3.599079935399893,46.61478115222402,0
62,6,2,6.537463447701292,7.048203188272114,3.523785979485775,46.61478115222402,0
63,6,3,10.120346082008314,10.61967622323301,5.446338403425559,46.61478115222402,0
64,6,4,8.627595566426297,9.092772995879885,4.62645343872593,46.61478115222402,0
65,6,5,8.604501773743522,9.069677378982313,4.614019313398669,46.61478115222402,0
66,6,6,6.995102646559091,7.452821412032826,3.747814838536074,46.61478115222402,0
67,6,7,8.589186468863936,9.11269740697965,4.628814412438548,46.61478115222402,0
68,6,8,8.031670703864044,8.531202948277206,4.319454290260349,46.61478115222402,0
69,6,9,9.66290287098716,10.171520142473277,5.202460876849991,46.61478115222402,0
70,7,0,21.28948438514386,21.443301928459174,10.937912409886335,54.92479847223073,0
71,7,1,7.615949077327462,7.786028745175577,3.803389034111607,54.92479847223073,0
72,7,2,7.456620875574491,7.619715023954177,3.721446181325523,54.92479847223073,0
73,7,3,11.524899886329777,11.684350615682327,5.823042173245103,54.92479847223073,0
74,7,4,9.789955886058495,9.938500654901803,4.923629452964835,54.92479847223073,0
75,7,5,9.76364425447118,9.912188440789308,4.910026156963595,54.92479847223073,0
76,7,6,7.930684362077541,8.076847361198984,3.9648151026894434,54.92479847223073,0
77,7,7,9.794951900565245,9.962124266130546,4.926781162482464,54.92479847223073,0
78,7,8,9.140320444928184,9.299835711744317,4.588327244004225,54.92479847223073,0
79,7,9,11.008834987288369,11.171251369165205,5.555331704650546,54.92479847223073,0
80,8,0,23.145522028175428,22.76708839803864,11.40631929274465,63.006933757897805,0
81,8,1,8.048283929498561,7.629840982556671,3.7498197208616855,63.006933757897805,0
82,8,2,7.874886115259567,7.473629475118912,3.671357923450324,63.006933757897805,0
83,8,3,12.32203603770124,11.929743214423281,5.908381043833485,63.006933757897805,0
84,8,4,10.418804767458834,10.053343618492434,4.963386787018412,63.006933757897805,0
85,8,5,10.390019074590432,10.024559358796825,4.9489244631629985,63.006933757897805,0
86,8,6,8.389874763853111,8.030273426079686,3.948797465215958,63.006933757897805,0
87,8,7,10.42547404394717,10.014183863413303,4.944789365167469,63.006933757897805,0
88,8,8,9.709277723104464,9.316826119845384,4.594193513639458,63.006933757897805,0
89,8,9,11.755538673686157,11.355949526293921,5.619467140059149,63.006933757897805,0
90,9,0,24.13670950701708,23.563191645733312,11.684070254497682,65.38624744858996,0
91,9,1,7.934926857929804,7.300774697846551,3.635865510981051,65.38624744858996,0
92,9,2,7.768895243093186,7.160789007935919,3.5630937267170943,65.38624744858996,0
93,9,3,12.502620104847152,11.908098574289669,5.900875121249521,65.38624744858996,0
94,9,4,10.502934555359394,9.949076547386484,4.927296447491248,65.38624744858996,0
95,9,5,10.472331088918072,9.918475252924948,4.91220588078464,65.38624744858996,0
96,9,6,8.355980125910428,7.8110026880435806,3.8730078498573897,65.38624744858996,0
97,9,7,10.46358088155147,9.840268770993173,4.8845186971592485,65.38624744858996,0
98,9,8,9.721691232006105,9.12692906967614,4.528443607643698,65.38624744858996,0
99,9,9,11.891254528541122,11.285675386111935,5.595101978671114,65.38624744858996,0
100,10,0,24.72445338013414,24.48670112957519,12.002769752638509,61.65415584924212,0
101,10,1,7.693790379947808,7.430902136294638,3.6811085756314585,61.65415584924212,0
102,10,2,7.5397993007919135,7.287708414443678,3.607184232061814,61.65415584924212,0
103,10,3,12.48673695548568,12.240277618405235,6.015623077964679,61.65415584924212,0
104,10,4,10.42656442939502,10.196962185463333,5.012914733684597,61.65415584924212,0
105,10,5,10.394631549423359,10.165030205887486,4.99736639792007,61.65415584924212,0
106,10,6,8.195603068017446,7.969682270944688,3.927917264563119,61.65415584924212,0
107,10,7,10.336043192295866,10.077648699133675,4.966704872026268,61.65415584924212,0
108,10,8,9.58255902463902,9.335999933480583,4.600809793535404,61.65415584924212,0
109,10,9,11.839695843620852,11.588652565418817,5.699828366669552,61.65415584924212,0
110,11,0,25.398847723237463,25.716683763327207,12.421691923386188,56.70411737253137,0
111,11,1,7.789528424854958,8.140967194214385,3.9239435532984275,56.70411737253137,0
112,11,2,7.633098435439144,7.970102896474818,3.840425831211274,56.70411737253137,0
113,11,3,12.72955306703529,13.059029063820313,6.29454512113789,56.70411737253137,0
114,11,4,10.607739762935964,10.914680571426327,5.257369152703481,56.70411737253137,0
115,11,5,10.574838205997725,10.881777810805517,5.2414931030464045,56.70411737253137,0
116,11,6,8.311795904456416,8.613815218034777,4.147539319575313,56.70411737253137,0
117,11,7,10.509955896065254,10.855387252843535,5.232010761526118,56.70411737253137,0
118,11,8,9.735691824288942,10.065301176030887,4.849538742540429,56.70411737253137,0
119,11,9,12.061305491743305,12.396909471294697,5.975278051060519,56.70411737253137,0
120,12,0,26.28532148237705,26.889942642180035,12.815725358748178,55.85361535994625,0
121,12,1,8.303387204682279,8.971931011954206,4.200197343563152,55.85361535994625,0
122,12,2,8.126656837508738,8.767742184634995,4.105594680279889,55.85361535994625,0
123,12,3,13.319775044729509,13.946538954974415,6.591029266944513,55.85361535994625,0
124,12,4,11.125025413822355,11.708920517624641,5.52233250064724,55.85361535994625,0
125,12,5,11.091430387341237,11.675323201371878,5.506217457977192,55.85361535994625,0
126,12,6,8.776534231265773,9.35106714958142,4.392951910624125,55.85361535994625,0
127,12,7,11.07136497299964,11.728480847928834,5.523141096097641,55.85361535994625,0
128,12,8,10.262022732098847,10.889040324175106,5.12406246465818,55.85361535994625,0
129,12,9,12.64417967273991,13.282600876620895,6.271001498610639,55.85361535994625,0
130,13,0,27.11912863096651,27.455200154157342,13.003716980297199,60.837606284804586,0
131,13,1,8.887962939825288,9.259565110849016,4.2940091051486045,60.837606284804586,0
132,13,2,8.687775925622494,9.044115636217883,4.195762594656001,60.837606284804586,0
133,13,3,13.947159875638324,14.295539184866739,6.706054943616753,60.837606284804586,0
134,13,4,11.685709644658605,12.01026083466731,5.6214384392427394,60.837606284804586,0
135,13,5,11.651608889310861,11.97615880657707,5.605152115522683,60.837606284804586,0
136,13,6,9.295847452953101,9.615194782848945,4.479445805991643,60.837606284804586,0
137,13,7,11.687420699118341,12.052670789062743,5.629569821222851,60.837606284804586,0
138,13,8,10.842937500788164,11.191457816063235,5.223268540833846,60.837606284804586,0
139,13,9,13.269954803589618,13.624813681660507,6.383665452551818,60.837606284804586,0
140,14,0,27.51693435975827,27.250384298403972,12.935735316572995,67.85036719662234,0
141,14,1,9.086476341003696,8.791745682049527,4.140970435273849,67.85036719662234,0
142,14,2,8.87857864649093,8.595953177899116,4.049118260758364,67.85036719662234,0
143,14,3,14.190563665452613,13.914251869178601,6.580344510632804,67.85036719662234,0
144,14,4,11.895425959703495,11.638013076909766,5.498901496187214,67.85036719662234,0
145,14,5,11.860962759570366,11.60355088623316,5.482501493460631,67.85036719662234,0
146,14,6,9.478875647503473,9.225590127894797,4.3516056836969526,67.85036719662234,0
147,14,7,11.912632632575557,11.62294003095319,5.488303275571035,67.85036719662234,0
148,14,8,11.052865715186488,10.77644208209265,5.086914878944426,67.85036719662234,0
149,14,9,13.508360993912547,13.226910025309643,6.252584908427956,67.85036719662234,0
150,15,0,27.37307956953172,26.75437993120609,12.77046472680319,70.45644381580955,0
151,15,1,8.76263393195796,8.078523220551894,3.902850649327146,70.45644381580955,0
152,15,2,8.568267178146476,7.9122542914454534,3.820892314039682,70.45644381580955,0
153,15,3,13.924550052729629,13.283192074602567,6.369985532141849,70.45644381580955,0
154,15,4,11.636127712608973,11.038636732206806,5.29909323184166,70.45644381580955,0
155,15,5,11.601423958350788,11.003935321037124,5.282612335638509,70.45644381580955,0
156,15,6,9.208355437085446,8.620444638720588,4.149773501104639,70.45644381580955,0
157,15,7,11.613701006347409,10.941284324322588,5.260956570014466,70.45644381580955,0
158,15,8,10.764330154960994,10.12271258807366,4.868885095594276,70.45644381580955,0
159,15,9,13.230983784460603,12.577697075028722,6.036142863551523,70.45644381580955,0
