Step,Firm,Optimal_k_mean,Optimal_k_var,Actual_k_mean,Actual_k_var,Dividends_mean,Dividends_var,Total_Production_actual_mean,Total_Production_actual_var,Total_Production_optimal_mean,Total_Production_optimal_var,Exit_Rate_mean,Exit_Rate_var,N,Optimal_k_SEM,Optimal_k_CI_Lower,Optimal_k_CI_Upper,Actual_k_SEM,Actual_k_CI_Lower,Actual_k_CI_Upper,Dividends_SEM,Dividends_CI_Lower,Dividends_CI_Upper,Total_Production_actual_SEM,Total_Production_actual_CI_Lower,Total_Production_actual_CI_Upper,Total_Production_optimal_SEM,Total_Production_optimal_CI_Lower,Total_Production_optimal_CI_Upper,Exit_Rate_SEM,Exit_Rate_CI_Lower,Exit_Rate_CI_Upper
0,0,2.0,0.0,2.0,0.0,1.6499154004432808,0.05689040685803188,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.023851709971830507,1.603166907928798,1.6966638929577635,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,1,2.0,0.0,2.0,0.0,1.6332858867319202,0.05040589519294852,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.022451257246076113,1.5892822311219672,1.6772895423418732,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,2,2.0,0.0,2.0,0.0,1.6499615206724791,0.04525256881874895,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.021272651179095884,1.6082678905057677,1.6916551508391906,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,3,2.0,0.0,2.0,0.0,1.6418901767436325,0.0382254568336831,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.019551331625667624,1.603570270907525,1.68021008257974,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,4,2.0,0.0,2.0,0.0,1.623667667436768,0.10143787957621833,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.031849313897824916,1.5612441592647202,1.686091175608816,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,5,2.0,0.0,2.0,0.0,1.657759123869803,0.11233862466736942,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.03351695461514507,1.5920670999526552,1.723451147786951,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,6,2.0,0.0,2.0,0.0,1.654925316980727,0.050727980259133054,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.0225228728760638,1.6107812973152678,1.6990693366461862,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,7,2.0,0.0,2.0,0.0,1.6444054930936545,0.055312656876860024,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.02351864300440398,1.5983097998397677,1.6905011863475412,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,8,2.0,0.0,2.0,0.0,1.6225467253501393,0.05382074139098208,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.023199297702943957,1.5770769373857463,1.6680165133145324,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
0,9,2.0,0.0,2.0,0.0,1.627517454750359,0.03581152454029255,17.817387414710517,0.08143319515145378,17.817387414710517,0.08143319515145378,0.0,0.0,100,0.0,2.0,2.0,0.0,2.0,2.0,0.018923933137773595,1.5904272273544788,1.6646076821462392,0.028536502089683974,17.761456898369985,17.873317931051048,0.028536502089683974,17.761456898369985,17.873317931051048,0.0,0.0,0.0
1,0,3.3377369588169383,0.23281979500320132,3.3377369588169383,0.23281979500320085,2.389728811596938,0.40356162221657577,17.817387414710517,0.08143319515145378,25.38922356627429,1.1435897156909278,0.0,0.0,100,0.048251403606859075,3.2431659455439883,3.4323079720898884,0.04825140360685903,3.2431659455439887,3.432307972089888,0.06352650015675157,2.265219159225827,2.514238463968049,0.028536502089683974,17.761456898369985,17.873317931051048,0.10693875423301544,25.179627459425998,25.59881967312258,0.0,0.0,0.0
1,1,3.304095874851876,0.20628240917771296,3.304095874851876,0.20628240917771276,2.346283214402433,0.3517188004916801,17.817387414710517,0.08143319515145378,25.38922356627429,1.1435897156909278,0.0,0.0,100,0.04541832330433533,3.2150775969371828,3.3931141527665694,0.045418323304335304,3.2150775969371828,3.3931141527665694,0.05930588507826858,2.230045815577755,2.4625206132271105,0.028536502089683974,17.761456898369985,17.873317931051048,0.10693875423301544,25.179627459425998,25.59881967312258,0.0,0.0,0.0
1,2,3.337830258869476,0.18519280099438987,3.337830258869476,0.1851928009943899,2.3842958879327663,0.2937064788278525,17.817387414710517,0.08143319515145378,25.38922356627429,1.1435897156909278,0.0,0.0,100,0.04303403315916251,3.253485103768015,3.422175413970937,0.043034033159162516,3.253485103768015,3.422175413970937,0.05419469335902294,2.2780762407958894,2.490515535069643,0.028536502089683974,17.761456898369985,17.873317931051048,0.10693875423301544,25.179627459425998,25.59881967312258,0.0,0.0,0.0
