,Step,Firm,Optimal K,Actual K,Dividends,Total Production,Exit Rate
0,0,0,1.0,1.0,1.279470505127637,11.017890163899988,0
1,0,1,1.0,1.0,0.9041688650531129,11.017890163899988,0
2,0,2,1.0,1.0,0.8981619082264112,11.017890163899988,0
3,0,3,1.0,1.0,1.0419016580147504,11.017890163899988,0
4,0,4,1.0,1.0,0.9866446186084554,11.017890163899988,0
5,0,5,1.0,1.0,0.9857462210684076,11.017890163899988,0
6,0,6,1.0,1.0,0.9186575023953805,11.017890163899988,0
7,0,7,1.0,1.0,0.985636786028496,11.017890163899988,0
8,0,8,1.0,1.0,0.9632115709915915,11.017890163899988,0
9,0,9,1.0,1.0,1.0257433699679328,11.017890163899988,0
10,1,0,2.707464793196329,2.707464793196329,2.5693558152393354,18.572612482178393,0
11,1,1,1.913295663655317,1.913295663655317,1.423957440181042,18.572612482178393,0
12,1,2,1.9005844490885353,1.9005844490885353,1.4079124597358557,18.572612482178393,0
13,1,3,2.204749578628552,2.204749578628552,1.8120835460306979,18.572612482178393,0
14,1,4,2.0878211397397783,2.0878211397397783,1.6517566156029388,18.572612482178393,0
15,1,5,2.08592005667438,2.08592005667438,1.6492005950800088,18.572612482178393,0
16,1,6,1.9439548115984466,1.9439548115984466,1.4629650190166792,18.572612482178393,0
17,1,7,2.085688483131641,2.085688483131641,1.6488893540753584,18.572612482178393,0
18,1,8,2.038234884202279,2.038234884202279,1.5856219611974371,18.572612482178393,0
19,1,9,2.170557312507717,2.170557312507717,1.7645688115916454,18.572612482178393,0
20,2,0,5.4369681700953265,5.611146101838545,4.279237420360812,29.106408764812745,0
21,2,1,3.013211028194465,3.037009595423778,1.9677134896158854,29.106408764812745,0
22,2,2,2.9792585302753887,2.745885130093334,1.821513054044187,29.106408764812745,0
23,2,3,3.8345177818061913,3.9225315846202435,2.7122095673881104,29.106408764812745,0
24,2,4,3.495252814153739,3.5814513588628687,2.409917034631268,29.106408764812745,0
25,2,5,3.489844064558663,3.57573531526703,2.4050320900390805,29.106408764812745,0
26,2,6,3.0957542724053053,3.1620956754436973,2.056535120129297,29.106408764812745,0
27,2,7,3.489185453001059,3.545980243874117,2.3907398577831978,29.106408764812745,0
28,2,8,3.3553064475157357,3.416302513622395,2.276203650134056,29.106408764812745,0
29,2,9,3.7339726968384257,3.8118975309267347,2.617203973046791,29.106408764812745,0
30,3,0,9.055218241392284,9.262726848520124,6.0778150307802035,38.1993033131684,0
31,3,1,4.163843539090445,3.525561895766417,2.1842854288774713,38.1993033131684,0
32,3,2,3.854471396103176,3.921117602074525,2.337445748651186,38.1993033131684,0
33,3,3,5.739258455778949,5.8533666612776125,3.589308107200118,38.1993033131684,0
34,3,4,5.09958260048938,5.216175489345276,3.1355034815167735,38.1993033131684,0
35,3,5,5.089245656068185,5.205501508727456,3.128159756236788,38.1993033131684,0
36,3,6,4.351797412607337,4.447313603724589,2.6110912811800473,38.1993033131684,0
37,3,7,5.059002117437236,5.1358632104979405,3.098463022601928,38.1993033131684,0
38,3,8,4.816634084322366,4.901131497220743,2.9304150724690703,38.1993033131684,0
39,3,9,5.53821880632634,5.640137743522853,3.4430356209248005,38.1993033131684,0
40,4,0,12.86115635292062,13.490571907203146,7.907724522697154,42.621642606588914,0
41,4,1,4.622127570176025,5.177395356684599,2.858429458551452,42.621642606588914,0
42,4,2,4.94622740041061,5.465788581351141,2.949250166779998,42.621642606588914,0
43,4,3,7.595271085369049,8.147779095347646,4.524329237274004,42.621642606588914,0
44,4,4,6.6349831833789015,7.170897575794356,3.9179800028551237,42.621642606588914,0
45,4,5,6.619443256849307,7.15504556593627,3.9083531936548463,42.621642606588914,0
46,4,6,5.525283847720775,4.558233777347493,2.656508700526904,42.621642606588914,0
47,4,7,6.556602526666712,7.088455423766445,3.8824246234143387,42.621642606588914,0
48,4,8,6.200999246458128,6.7266103202161025,3.6574557423653697,42.621642606588914,0
49,4,9,7.28574647716856,7.832190388684239,4.332683684231622,42.621642606588914,0
50,5,0,16.733395301958904,18.056170950886514,9.697688707882604,45.323111090823,0
51,5,1,6.0486717683978695,7.355691362483813,3.654988349408622,45.323111090823,0
52,5,2,6.240855854733971,7.489818592060711,3.6769230540434106,45.323111090823,0
53,5,3,9.573852678633015,10.838791923899267,5.524759081743296,45.323111090823,0
54,5,4,8.290767841591855,9.507074306023343,4.773023507470547,45.323111090823,0
55,5,5,8.270396721760555,9.48640809886902,4.761418812118505,45.323111090823,0
56,5,6,5.621390841501911,6.9580617922925,3.571868181376731,45.323111090823,0
57,5,7,8.215529735157304,9.484974867760435,4.76038669875535,45.323111090823,0
58,5,8,7.739477084811844,5.964941589159892,3.3623740697164783,45.323111090823,0
59,5,9,9.168314930357115,10.436567566691688,5.296989363864629,45.323111090823,0
60,6,0,20.521106697454112,22.014619785124843,11.141100996285205,50.59283606034728,0
61,6,1,7.734255878434203,9.195408980190782,4.273161265443255,50.59283606034728,0
62,6,2,7.780671517020515,7.65722178724235,3.734259468037218,50.59283606034728,0
63,6,3,11.690844489783272,13.132125073097432,6.319187422463977,50.59283606034728,0
64,6,4,10.100110203232713,11.481555358957019,5.447048702784224,50.59283606034728,0
65,6,5,10.07555371367277,11.45667008993807,5.433829483217316,50.59283606034728,0
66,6,6,7.558366768330444,8.986802151307495,4.272452593528287,50.59283606034728,0
67,6,7,10.073369676930906,11.523892895975008,5.455522524177807,50.59283606034728,0
68,6,8,7.115060002423016,8.777530711117928,4.406383998411012,50.59283606034728,0
69,6,9,11.208865038407614,12.655630604372556,6.0622992661071295,50.59283606034728,0
70,7,0,23.575485784158527,24.856668213959583,12.129427964116593,60.06816314848916,0
71,7,1,9.042360597975446,8.080366981270119,3.9034741510906312,60.06816314848916,0
72,7,2,7.902000083512853,9.131631168737792,4.224141770957403,60.06816314848916,0
73,7,3,13.3719201805465,14.558203191634474,6.792070306754073,60.06816314848916,0
74,7,4,11.52640293817701,12.672377323301918,5.8366199929257725,60.06816314848916,0
75,7,5,11.498429982624305,12.643903746023819,5.822130659241819,60.06816314848916,0
76,7,6,9.040860989932892,10.192571040862319,4.666080737122131,60.06816314848916,0
77,7,7,11.544334241005028,12.708210108462175,5.842194001448842,60.06816314848916,0
78,7,8,9.324270855162354,10.60820965022257,5.031195079410797,60.06816314848916,0
79,7,9,12.828323719090049,14.009257573660753,6.509225284132426,60.06816314848916,0
80,8,0,25.66686691318504,26.421469041892887,12.659021906282005,69.15985666950107,0
81,8,1,8.260072266515843,8.89899949952823,4.1762681464586064,69.15985666950107,0
82,8,2,8.938631317019896,9.50659728354654,4.344824113548303,69.15985666950107,0
83,8,3,14.372579246456615,14.990802625697206,6.932727809814305,69.15985666950107,0
84,8,4,12.35076782058053,12.96676169090677,5.931203459034218,69.15985666950107,0
85,8,5,12.320107199121137,12.935488346405693,5.915794798354284,69.15985666950107,0
86,8,6,9.873810507815874,7.800766401131826,3.869454258447055,69.15985666950107,0
87,8,7,12.362562880937691,12.919665303285122,5.910072220993535,69.15985666950107,0
88,8,8,10.646422477592374,11.289593169174939,5.255287689017561,69.15985666950107,0
89,8,9,13.77405592168288,14.372902317425499,6.627043942605093,69.15985666950107,0
90,9,0,26.787531240620922,27.187100394704288,12.914699411536379,71.99348123023894,0
91,9,1,8.837326791176007,9.06959369566971,4.232149788642773,71.99348123023894,0
92,9,2,9.194005077036914,7.588036356193572,3.7106091781284025,71.99348123023894,0
93,9,3,14.670222088482502,14.950194867137268,6.91957668321372,71.99348123023894,0
94,9,4,12.550914211982922,12.849584626042278,5.893633341514295,71.99348123023894,0
95,9,5,12.518308219008457,12.816484810516982,5.877645243511748,71.99348123023894,0
96,9,6,8.18808337639945,8.638081564323674,4.155714814555299,71.99348123023894,0
97,9,7,12.506198774774706,12.722483296549186,5.846786377883253,71.99348123023894,0
98,9,8,11.120620865514788,11.399408775930537,5.291018990795547,71.99348123023894,0
99,9,9,14.023369890639552,14.282164985909134,6.597730176827017,71.99348123023894,0
100,10,0,27.328565864798858,28.480659069039728,13.341826950213399,67.96004754266691,0
101,10,1,8.955576940900665,9.993629181745899,4.529557838304399,67.96004754266691,0
102,10,2,7.851954125422854,9.034189025407002,4.192538443723752,67.96004754266691,0
103,10,3,14.642393223245472,15.695242730875174,7.159197686514792,67.96004754266691,0
104,10,4,12.47141275411126,13.514388343515535,6.1054577128075955,67.96004754266691,0
105,10,5,12.437580624117961,7.57407977315387,4.067204724227281,67.96004754266691,0
106,10,6,8.793834250872758,9.967449658839076,4.5936982270933395,67.96004754266691,0
107,10,7,12.372280727080641,13.385194036456713,6.058347408281559,67.96004754266691,0
108,10,8,11.196231238080053,12.248725732651671,5.563977028187347,67.96004754266691,0
109,10,9,13.96133955193141,15.001788224259418,6.828712675930528,67.96004754266691,0
110,11,0,28.232402857162562,30.03507514837933,13.847468466250966,62.47810356522899,0
111,11,1,9.584916828334576,11.36813479947935,4.957149289837287,62.47810356522899,0
112,11,2,8.871756078012774,10.715151234150714,4.724473810616811,62.47810356522899,0
113,11,3,15.149450969045807,16.901665398788797,7.540104744290238,62.47810356522899,0
114,11,4,12.919650541007604,8.944733836217637,4.573597553549385,62.47810356522899,0
115,11,5,8.60653962200452,10.90768080142596,5.250223785161661,62.47810356522899,0
116,11,6,9.720643164949628,11.491044199680932,5.074640401255441,62.47810356522899,0
117,11,7,12.819961262989995,14.575196047205687,6.430533239416427,62.47810356522899,0
118,11,8,11.773832889150972,13.524471987783594,5.963564409198149,62.47810356522899,0
119,11,9,14.45011751254948,16.20534060140428,7.207745321951882,62.47810356522899,0
120,12,0,29.302381881425852,31.200310104563854,14.221372636297296,61.6551161742123,0
121,12,1,10.489735498446493,10.322652626603936,4.633439184259707,61.6551161742123,0
122,12,2,9.997375052695787,11.8834165266156,5.079413352165942,61.6551161742123,0
123,12,3,15.955481623346929,17.819013453220013,7.824296293890651,61.6551161742123,0
124,12,4,9.67810848695456,11.920371533721466,5.591954199153195,61.6551161742123,0
125,12,5,11.109905228576668,13.157308901818539,5.986625214965294,61.6551161742123,0
126,12,6,10.738356350903286,12.538941607834847,5.3943142384662455,61.6551161742123,0
127,12,7,13.607537084617583,15.488913613455306,6.710139889460101,61.6551161742123,0
128,12,8,12.619392643405991,14.46814258724548,6.251880053964894,61.6551161742123,0
129,12,9,15.252181757455608,17.124531198019586,7.491552067278475,61.6551161742123,0
130,13,0,30.09359384948036,31.751795804334442,14.396870025738583,67.30919240460308,0
131,13,1,9.804738298010259,11.50213092739939,4.997978261469991,67.30919240460308,0
132,13,2,10.748456307485363,10.215869562943864,4.569275768906387,67.30919240460308,0
133,13,3,16.556854309925797,18.139777934411278,7.922625098716706,67.30919240460308,0
134,13,4,11.833034883335051,13.58935327380549,6.129145111673265,67.30919240460308,0
135,13,5,12.668191204581936,14.332255478966834,6.356020651142595,67.30919240460308,0
136,13,6,11.414812475593623,12.920025630427736,5.508558789812497,67.30919240460308,0
137,13,7,14.199207746741441,15.770901388736704,6.795422522412817,67.30919240460308,0
138,13,8,13.22949225446017,14.77660752149897,6.344888694697622,67.30919240460308,0
139,13,9,15.852740166550575,17.434680580654216,7.58627383695548,67.30919240460308,0
140,14,0,30.464960755795055,31.539963381444185,14.32956834389051,75.15614465946993,0
141,14,1,10.576132959579786,11.463982262225962,4.986368861845866,75.15614465946993,0
142,14,2,9.668963235291626,10.651888084050988,4.704930891843336,75.15614465946993,0
143,14,3,16.764926146014787,17.70511452654492,7.789253666421425,75.15614465946993,0
144,14,4,12.969775024701582,14.020430753763941,6.26460512212289,75.15614465946993,0
145,14,5,13.449862321039342,14.451547572734619,6.3930068630292505,75.15614465946993,0
146,14,6,11.656563339990166,9.355906114460092,4.394543064126431,75.15614465946993,0
147,14,7,14.379672810426149,15.260477471345347,6.640711136999597,75.15614465946993,0
148,14,8,13.426306185877673,14.311233563850848,6.204340721887357,75.15614465946993,0
149,14,9,16.053179219676043,16.975221810579956,7.445768667198953,75.15614465946993,0
150,15,0,30.322544863129853,30.814546687944283,14.098059107527913,78.09630630702824,0
151,15,1,10.551566515393304,8.64755424299426,4.093312054940065,78.09630630702824,0
152,15,2,9.95602062965639,10.275984530014691,4.58808063092261,78.09630630702824,0
153,15,3,16.482701228824048,16.842467093469804,7.52160849591253,78.09630630702824,0
154,15,4,13.256419545000066,13.69546948120376,6.16260878376623,78.09630630702824,0
155,15,5,13.528128186579423,13.943465721575757,6.234830255114927,78.09630630702824,0
156,15,6,9.299214464596433,9.851249687475052,4.5561451860857884,78.09630630702824,0
157,15,7,14.05229079776214,14.339643787304537,6.3576081695287865,78.09630630702824,0
158,15,8,13.128895118866835,13.440080588613691,5.93749151585126,78.09630630702824,0
159,15,9,15.75585872744639,16.09174248057526,7.172340023188584,78.09630630702824,0
160,16,0,29.832652283160623,30.805480265969614,14.095155374520555,73.64505138772641,0
