Run,Step,Firm,Optimal_k,Actual_k,Dividends,Total_Production_actual,Total_Production_optimal,Exit_Rate
0,0,0,2.0,2.0,1.4750398812995982,17.366293760112434,17.366293760112434,0.0
0,0,1,2.0,2.0,1.6252196935699645,17.366293760112434,17.366293760112434,0.0
0,0,2,2.0,2.0,1.5892951826621016,17.366293760112434,17.366293760112434,0.0
0,0,3,2.0,2.0,1.7519614891395376,17.366293760112434,17.366293760112434,0.0
0,0,4,2.0,2.0,1.46210764527269,17.366293760112434,17.366293760112434,0.0
0,0,5,2.0,2.0,1.3665260009903568,17.366293760112434,17.366293760112434,0.0
0,0,6,2.0,2.0,1.6449188349720152,17.366293760112434,17.366293760112434,0.0
0,0,7,2.0,2.0,1.5486394970981776,17.366293760112434,17.366293760112434,0.0
0,0,8,2.0,2.0,1.5987733721731485,17.366293760112434,17.366293760112434,0.0
0,0,9,2.0,2.0,1.4093027647065424,17.366293760112434,17.366293760112434,0.0
0,1,0,2.9839682242009995,3.5819793140392786,2.218037667123516,17.366293760112434,26.65791689957719,0.0
0,1,1,3.2877781709099754,3.977891394578572,2.6299538309833825,17.366293760112434,26.65791689957719,0.0
0,1,2,3.2151037975739962,3.8831852710266075,2.5288044567280736,17.366293760112434,26.65791689957719,0.0
0,1,3,3.544173604994492,4.312014917684994,2.999713217759444,17.366293760112434,26.65791689957719,0.0
0,1,4,2.9578066391066615,3.547886659413897,2.183922221348088,17.366293760112434,26.65791689957719,0.0
0,1,5,2.7644473998269237,3.0465146502477665,1.8346752070352865,17.366293760112434,26.65791689957719,0.0
0,1,6,3.3276290337462875,4.02982332830135,2.6861093040813064,17.366293760112434,26.65791689957719,0.0
0,1,7,3.1328583780474606,3.7760065709468145,2.4163077869449556,17.366293760112434,26.65791689957719,0.0
0,1,8,3.2342779342753043,3.9081721828647216,2.555332931508692,17.366293760112434,26.65791689957719,0.0
0,1,9,2.8509837065949752,2.764447399826923,1.7677023470525683,17.366293760112434,26.65791689957719,0.0
0,2,0,4.487033877989892,4.201123594899017,2.4799252278901935,28.901103258218622,39.56207767557363,0.2
0,2,1,5.320329817696731,7.309831794425451,4.026486504209582,28.901103258218622,39.56207767557363,0.2
0,2,2,5.115707202062957,7.053162280166653,3.8401862071182675,28.901103258218622,39.56207767557363,0.2
0,2,3,6.068343667849514,8.28357568615006,4.7375744708621905,28.901103258218622,39.56207767557363,0.2
0,2,4,4.4180191974792615,6.240943758303338,3.2428998695804445,28.901103258218622,39.56207767557363,0.2
0,2,5,3.711501355949254,4.781810926170442,2.515426213974606,28.901103258218622,39.56207767557363,0.2
0,2,6,5.43393091381865,7.5643459431965825,4.174105716963849,28.901103258218622,39.56207767557363,0.2
0,2,7,4.888129295718149,6.764120960063319,3.6339361329082127,28.901103258218622,39.56207767557363,0.2
0,2,8,5.16937363290694,7.249843750353736,3.9381836257222647,28.901103258218622,39.56207767557363,0.2
0,2,9,3.576016960845158,5.311925921865368,2.7922848106191673,28.901103258218622,39.56207767557363,0.2
0,3,0,5.016825763313534,7.843642290117636,3.8392395541454016,43.15944721860131,52.25578400334987,0.2
0,3,1,8.145479953497736,11.22249299938094,5.435676717189715,43.15944721860131,52.25578400334987,0.2
0,3,2,7.768599183202974,10.75891840456723,5.160854316380252,43.15944721860131,52.25578400334987,0.2
0,3,3,9.583992853388684,13.043149298252251,6.509854536551508,43.15944721860131,52.25578400334987,0.2
0,3,4,6.560304089247982,6.679090985435669,3.400638777760606,43.15944721860131,52.25578400334987,0.2
0,3,5,5.088643356686233,7.848337703517001,3.5582895059726756,43.15944721860131,52.25578400334987,0.2
0,3,6,8.444109872406912,11.758142598986783,5.684085245542393,43.15944721860131,52.25578400334987,0.2
0,3,7,7.351360520381423,10.239996384769805,4.857795148784103,43.15944721860131,52.25578400334987,0.2
0,3,8,7.966845472591713,11.195832314702141,5.33832953271747,43.15944721860131,52.25578400334987,0.2
0,3,9,5.648721267431518,5.917014584587216,3.0113078395027686,43.15944721860131,52.25578400334987,0.2
0,4,0,7.766684128277212,10.027715546817682,4.55957296449291,52.99321766932262,57.21343213288731,0.2
0,4,1,10.99623597080821,13.284724369303973,6.116991302081373,52.99321766932262,57.21343213288731,0.2
0,4,2,10.440277232532235,12.676850950179478,5.788839903899742,52.99321766932262,57.21343213288731,0.2
0,4,3,13.169270422794035,15.64509663198152,7.393810803501255,52.99321766932262,57.21343213288731,0.2
0,4,4,6.87940589503445,9.298903214838743,4.287069856840255,52.99321766932262,57.21343213288731,0.2
0,4,5,7.1983293149846235,7.311936353654558,3.386254414496807,52.99321766932262,57.21343213288731,0.2
0,4,6,11.498760115831221,13.829856894062871,6.367894459610603,52.99321766932262,57.21343213288731,0.2
0,4,7,9.827196232062635,6.27038618198205,3.4461592037867237,52.99321766932262,57.21343213288731,0.2
0,4,8,10.799305088556618,13.064466293919484,5.947440150006099,52.99321766932262,57.21343213288731,0.2
0,4,9,6.091799293214184,8.48436042971366,3.875401328413905,52.99321766932262,57.21343213288731,0.2
0,5,0,9.223900325993512,5.593922101972969,3.0302904402156434,52.88350531255732,52.90197960242136,0.2
0,5,1,12.37451807543184,12.651925447188184,5.911541138105736,52.88350531255732,52.90197960242136,0.2
0,5,2,11.710676129654491,12.031995854031027,5.581101766284276,52.88350531255732,52.90197960242136,0.2
0,5,3,14.957491504543645,14.957743649886618,7.164894807508363,52.88350531255732,52.90197960242136,0.2
0,5,4,8.67263345887998,9.312117165722404,4.291333364394138,52.88350531255732,52.90197960242136,0.2
0,5,5,6.850306693413732,7.596396878488453,3.4779413588853068,52.88350531255732,52.90197960242136,0.2
0,5,6,12.882088791932928,12.877958585674236,6.057820399985011,52.88350531255732,52.90197960242136,0.2
0,5,7,6.971492560985715,8.832286577504005,4.380064853170095,52.88350531255732,52.90197960242136,0.2
0,5,8,12.031520400193713,6.5103184549611015,3.6524768533936482,52.88350531255732,52.90197960242136,0.2
0,5,9,7.839838479366942,8.5822435867734,3.906644499644265,52.88350531255732,52.90197960242136,0.2
0,6,0,6.130200612431402,6.634647036141131,3.4147211307156176,47.82908036057176,48.60582945143111,0.2
0,6,1,11.95889761070241,11.07601494729613,5.3859157112971765,47.82908036057176,48.60582945143111,0.2
0,6,2,11.290427152350171,10.492036423739822,5.0709043968530905,47.82908036057176,48.60582945143111,0.2
0,6,3,14.494400257510865,13.192033294399716,6.5617816636977855,47.82908036057176,48.60582945143111,0.2
0,6,4,8.681258426398294,8.154252495721671,3.9104547041430138,47.82908036057176,48.60582945143111,0.2
0,6,5,7.035787053706307,4.970201558055495,2.5843938762851817,47.82908036057176,48.60582945143111,0.2
0,6,6,12.25481684301683,11.095114542671457,5.457776281046491,47.82908036057176,48.60582945143111,0.2
0,6,7,8.860759975034544,8.668168524790623,4.322932724125305,47.82908036057176,48.60582945143111,0.2
0,6,8,7.3888679271191915,7.635092010492533,4.083531424472068,47.82908036057176,48.60582945143111,0.2
0,6,9,7.903042621408528,5.547401041676665,2.8783659040490877,47.82908036057176,48.60582945143111,0.2
0,7,0,6.907894137469439,8.599172133037206,4.094514519095143,47.24770724627675,50.809627161158005,0.2
0,7,1,10.895570719468164,12.181104440040565,5.756675457617584,47.24770724627675,50.809627161158005,0.2
0,7,2,10.258310829425897,4.874141671071632,2.9649151808670604,47.24770724627675,50.809627161158005,0.2
0,7,3,13.274317682426107,14.51415553559127,7.015486599530956,47.24770724627675,50.809627161158005,0.2
0,7,4,7.910750568357024,5.922594119447138,3.1261997988650196,47.24770724627675,50.809627161158005,0.2
0,7,5,5.228163186245595,6.962468164557028,3.2721345849933736,47.24770724627675,50.809627161158005,0.2
0,7,6,11.040942827316535,12.293206615943411,5.863934400318539,47.24770724627675,50.809627161158005,0.2
0,7,7,8.745183128732323,10.232862850281284,4.855426025877767,47.24770724627675,50.809627161158005,0.2
0,7,8,8.260880378647844,9.990753527210172,4.929293537067006,47.24770724627675,50.809627161158005,0.2
0,7,9,5.822861133584186,7.583878294647926,3.582673697725461,47.24770724627675,50.809627161158005,0.2
0,8,0,8.28309890017675,11.92506219481534,5.147605102032911,54.14775157423591,60.060395553603385,0.2
0,8,1,11.645608271577043,7.960704654394764,4.274222611314943,54.14775157423591,60.060395553603385,0.2
0,8,2,5.997948122842311,10.76066388378427,5.161440394003298,54.14775157423591,60.060395553603385,0.2
0,8,3,14.192151246693207,18.588919957936337,8.342216731678407,54.14775157423591,60.060395553603385,0.2
0,8,4,6.324222809554021,10.364807093840849,4.625420358184894,54.14775157423591,60.060395553603385,0.2
0,8,5,6.619445176171598,10.255236038254123,4.291003462609998,54.14775157423591,60.060395553603385,0.2
0,8,6,11.862590389036166,16.067509723676896,7.072736468604565,54.14775157423591,60.060395553603385,0.2
0,8,7,9.822403556582227,6.741044506086602,3.6252534176910274,54.14775157423591,60.060395553603385,0.2
0,8,8,9.971835656001328,14.154894779566561,6.290722984534001,54.14775157423591,60.060395553603385,0.2
0,8,9,7.247657915713052,10.782169023233497,4.583292791495747,54.14775157423591,60.060395553603385,0.2
0,9,0,10.413474408344689,14.608718054152435,5.9335040189484785,66.00252031724536,70.25939865102104,0.2
0,9,1,8.646643807412207,13.577682175798124,6.211107218545071,66.00252031724536,70.25939865102104,0.2
0,9,2,10.441462852681395,15.07493559630009,6.535252859796684,66.00252031724536,70.25939865102104,0.2
0,9,3,16.876092614386902,22.370756722331,9.496859894377549,66.00252031724536,70.25939865102104,0.2
0,9,4,9.357107931370404,13.654367015499584,5.6098138650063945,66.00252031724536,70.25939865102104,0.2
0,9,5,8.68059104346617,8.710638800721178,3.82764724358146,66.00252031724536,70.25939865102104,0.2
0,9,6,14.307966278083954,19.515732476705928,8.103877654785816,66.00252031724536,70.25939865102104,0.2
0,9,7,7.333795607977129,12.059875186982227,5.447149610568688,66.00252031724536,70.25939865102104,0.2
0,9,8,12.725972857467207,17.749966493981248,7.37062279145862,66.00252031724536,70.25939865102104,0.2
0,9,9,9.271884933703003,9.795130640718071,4.285391164175129,66.00252031724536,70.25939865102104,0.2
0,10,0,12.003327960944135,9.818886046089256,4.492895521821988,73.15491834562658,72.61839455371566,0.2
0,10,1,12.564912184553688,16.883148429632428,7.234499422561334,73.15491834562658,72.61839455371566,0.2
0,10,2,13.220650585779746,17.216084674439113,7.171956438133549,73.15491834562658,72.61839455371566,0.2
0,10,3,19.21190641268879,23.534155898265738,9.839943317972729,73.15491834562658,72.61839455371566,0.2
0,10,4,11.348510998979071,8.516580281659584,4.031289824327901,73.15491834562658,72.61839455371566,0.2
0,10,5,7.743233178369747,11.656026489977961,4.693342740016773,73.15491834562658,72.61839455371566,0.2
0,10,6,16.393938713974197,20.48771744106847,8.384341895956197,73.15491834562658,72.61839455371566,0.2
0,10,7,11.019445342782841,15.141885640202155,6.387858800890562,73.15491834562658,72.61839455371566,0.2
0,10,8,14.910582744994278,18.922360775005274,7.708122933261428,73.15491834562658,72.61839455371566,0.2
0,10,9,8.669237506245452,12.470107907097741,5.074490631297476,73.15491834562658,72.61839455371566,0.2
0,11,0,9.089013552609654,10.485304010660954,4.704240153481558,68.66780058610416,64.83070522725978,0.2
