,Step,Firm,Optimal K,Actual K,Dividends,Total Production,Exit Rate
0,0,0,1.0,1.0,0.9596028788457277,11.017890163899988,0
1,0,1,1.0,1.0,0.6781266487898349,11.017890163899988,0
2,0,2,1.0,1.0,0.6736214311698084,11.017890163899988,0
3,0,3,1.0,1.0,0.7814262435110628,11.017890163899988,0
4,0,4,1.0,1.0,0.7399834639563418,11.017890163899988,0
5,0,5,1.0,1.0,0.7393096658013057,11.017890163899988,0
6,0,6,1.0,1.0,0.6889931267965353,11.017890163899988,0
7,0,7,1.0,1.0,0.7392275895213719,11.017890163899988,0
8,0,8,1.0,1.0,0.7224086782436939,11.017890163899988,0
9,0,9,1.0,1.0,0.7693075274759498,11.017890163899988,0
10,1,0,2.0305985948972465,2.251917250243265,1.6938628440889905,15.18503795032049,0
11,1,1,1.4349717477414878,1.5685935152821542,0.929326030943439,15.18503795032049,0
12,1,2,1.4254383368164019,1.4254383368164019,0.8633358992575526,15.18503795032049,0
13,1,3,1.653562183971414,1.8193680296021095,1.188043612748898,15.18503795032049,0
14,1,4,1.5658658548048339,1.718759765426912,1.0811168593762661,15.18503795032049,0
15,1,5,1.5644400425057854,1.7171240242070664,1.079412764227062,15.18503795032049,0
16,1,6,1.457966108698835,1.5949734420558535,0.9553055673238089,15.18503795032049,0
17,1,7,1.5642663623487307,1.716924772319456,1.0792052616344288,15.18503795032049,0
18,1,8,1.5286761631517096,1.67609446394862,1.0370313812566125,15.18503795032049,0
19,1,9,1.6279179843807878,1.7899481162317967,1.1563473028662472,15.18503795032049,0
20,2,0,3.584353055811042,3.683714163743804,2.390516187847533,21.556697073979254,0
21,2,1,1.9665302952249304,1.6540494756248312,0.9644834030086427,21.556697073979254,0
22,2,2,1.8268897505450017,1.8305337857731874,1.028537948826324,21.556697073979254,0
23,2,3,2.513997971354983,2.550785105579618,1.5050804106063849,21.556697073979254,0
24,2,4,2.2877321691758943,2.3235054287739807,1.3351270624180673,21.556697073979254,0
25,2,5,2.2841261637211097,2.3196776289494334,1.332372708075153,21.556697073979254,0
26,2,6,2.0215051303708163,2.043030277962356,1.1360756502464526,21.556697073979254,0
27,2,7,2.283687071173216,2.297726401216515,1.3233873754999697,21.556697073979254,0
28,2,8,2.194443672550268,2.211730780865608,1.2592023860460477,21.556697073979254,0
29,2,9,2.446925973417088,2.4763443273808603,1.4513351183674674,21.556697073979254,0
30,3,0,5.058528813462129,5.123560022519123,3.011562093418925,25.120205365819725,0
31,3,1,2.040926185326631,2.0241464296581246,1.110913284629877,25.120205365819725,0
32,3,2,2.1764708711560656,1.815368213417315,1.0225656609822276,25.120205365819725,0
33,3,3,3.1848739039433767,3.196482474979179,1.762619708953579,25.120205365819725,0
34,3,4,2.825238644778255,2.8404473895742135,1.5367129095588024,25.120205365819725,0
35,3,5,2.8194102045121125,2.834431423458303,1.533036701292316,25.120205365819725,0
36,3,6,2.404029489638805,2.4080175188705226,1.2746079973126694,25.120205365819725,0
37,3,7,2.8003965019648684,2.7896848659500266,1.5158867948687178,25.120205365819725,0
38,3,8,2.6645757866754325,2.6596838493998733,1.4327287168804235,25.120205365819725,0
39,3,9,3.0711444463640474,3.07535451790377,1.688988190450432,25.120205365819725,0
40,4,0,6.372713015094458,6.671332842123302,3.62276671012431,25.786875505451313,0
41,4,1,2.3507838550208993,2.603824758498563,1.325070660460408,25.786875505451313,0
42,4,2,2.1638330190071313,2.4323247401390056,1.2549631850786644,25.786875505451313,0
43,4,3,3.7298482353914895,3.989982291337005,2.058579626243043,25.786875505451313,0
44,4,4,3.25181087270605,3.50399511690991,1.7799854793630705,25.786875505451313,0
45,4,5,3.244031713738273,3.496062515260467,1.7755455458107983,25.786875505451313,0
46,4,6,2.697175326840593,2.1267638210094564,1.168472172990965,25.786875505451313,0
47,4,7,3.207741101596439,3.4575685313830427,1.761642280593737,25.786875505451313,0
48,4,8,3.0317717709077874,3.2786952962839138,1.6587223436833012,25.786875505451313,0
49,4,9,3.5740378878938994,3.831120255081285,1.9698267504123652,25.786875505451313,0
50,5,0,7.666072240287231,8.334674521845942,4.233636761347784,26.00599903258867,0
51,5,1,2.803958471349109,3.4667433079620387,1.6190340837960098,26.00599903258867,0
52,5,2,2.6556052888605346,3.3211122855298068,1.560681876555161,26.00599903258867,0
53,5,3,4.356123755653354,5.000404045489902,2.4109686376957655,26.00599903258867,0
54,5,4,3.766595633476871,4.3852359172251765,2.0826538267132744,26.00599903258867,0
55,5,5,3.757200369007129,2.6697095665557495,1.4701146202409285,26.00599903258867,0
56,5,6,2.4725831955673376,3.1687778092160164,1.5446821969775366,26.00599903258867,0
57,5,7,3.7277799166131063,4.377416171732502,2.0779287592599336,26.00599903258867,0
58,5,8,3.5099928675281453,4.143873671934575,1.9541932532095543,26.00599903258867,0
59,5,9,4.168315372698474,4.815274722201283,2.3117173402395172,26.00599903258867,0
60,6,0,8.958723497410663,9.759880689191657,4.728274681329309,28.207893191118465,0
61,6,1,3.426009246243067,4.209155427879038,1.854587317147574,28.207893191118465,0
62,6,2,3.302531177716482,4.078223210881282,1.801961841878578,28.207893191118465,0
63,6,3,5.101807879041823,5.877113506086718,2.6996213084897014,28.207893191118465,0
64,6,4,4.407066743347314,5.149594638044479,2.3305753334501422,28.207893191118465,0
65,6,5,3.1108834164711294,4.024653199870398,1.9594595779775936,28.207893191118465,0
66,6,6,3.268674540158026,4.043707874404413,1.8321487522309832,28.207893191118465,0
67,6,7,4.397068112097802,5.178759788912484,2.3374170323436174,28.207893191118465,0
68,6,8,4.135233607154436,3.392374039474165,1.6987738466815092,28.207893191118465,0
69,6,9,4.89178397269547,5.670509691797151,2.592002701606372,28.207893191118465,0
70,7,0,10.005418007649684,10.578646757776662,5.002563648917958,32.83797165357308,0
71,7,1,3.924459256358226,3.690114772958803,1.691370390135517,32.83797165357308,0
72,7,2,3.813099423564099,4.31228397635674,1.873747397249731,32.83797165357308,0
73,7,3,5.712620664881469,6.241553691755865,2.8157422023303496,32.83797165357308,0
74,7,4,4.931689036925934,5.440794619887919,2.4220641834960346,32.83797165357308,0
75,7,5,4.146377583386683,4.7280583653346735,2.193331947885401,32.83797165357308,0
76,7,6,3.876977407985755,4.387903590748339,1.939969237711327,32.83797165357308,0
77,7,7,4.946166634342598,5.464930456927361,2.4270985742499285,32.83797165357308,0
78,7,8,3.594745141103555,4.21471492104831,1.9775191498178841,32.83797165357308,0
79,7,9,5.484890843786155,6.0114759830538596,2.7001429894228557,32.83797165357308,0
80,8,0,10.585836016452749,10.824479495244505,5.083659541542939,37.22797568714699,0
81,8,1,3.5790788183036923,3.7423268818716626,1.7080871085088933,37.22797568714699,0
82,8,2,3.9650035612902395,3.3318396189630617,1.5642089172657405,37.22797568714699,0
83,8,3,5.958342024278247,6.13568090365718,2.7822229471214643,37.22797568714699,0
84,8,4,5.12528696628544,5.304973568233608,2.3795797910224814,37.22797568714699,0
85,8,5,4.64127074824601,4.856876948127606,2.234993964062265,37.22797568714699,0
86,8,6,4.105134420791803,4.278105506380873,1.9058597276805036,37.22797568714699,0
87,8,7,5.135940151073003,5.284243481616271,2.3706429123141786,37.22797568714699,0
88,8,8,4.184593122347396,4.3907764486540515,2.034988141158656,37.22797568714699,0
89,8,9,5.7137245846311915,5.8817005551181305,2.6592062270559818,37.22797568714699,0
90,9,0,10.757441593349624,10.879397673246064,5.101700254026215,37.97537125709904,0
91,9,1,3.614452768912409,3.643540116329122,1.6763986420918284,37.97537125709904,0
92,9,2,3.309994685870671,3.377286570724893,1.5791138218774776,37.97537125709904,0
93,9,3,5.887412524138526,5.9513012846203175,2.723430823268149,37.97537125709904,0
94,9,4,5.0353864985360826,5.110868873324911,2.318293042975113,37.97537125709904,0
